Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
OGE,OGE Energy Corp,Utilities,Electric Utilities & IPPs,0.06,0.53,0.28,0.41,0.28,0.40,0.23,0.47,0.21,0.34,0.28,0.34,0.32,0.34,0.34,0.16,0.51,0.23,0.32,0.39,0.30,0.40,0.34,0.44,0.13,0.53,0.18,0.05,0.06,0.25,0.00,0.42,-0.14,0.08,-0.17,0.20,0.16,0.37,0.35,-0.10,-0.10,-0.04,0.22,0.09,0.20,0.41,0.42,0.39,-0.08,0.08,0.40,0.42,0.51,0.32,0.07,0.24,0.22,0.34,0.57,0.16,0.07,0.21,-0.07,0.22,0.11,0.17,0.50,0.09,0.04,0.16,0.42,0.05,0.31,0.32,0.77,0.44,0.26,0.05,0.21,0.20,0.15,0.37,0.40,0.24,0.23,0.18,0.01,0.32,0.19,0.31,0.24,0.21,0.16,0.34,-0.01,0.15,0.13,0.42,0.29,0.04,0.01,0.27,0.26,0.46,0.26,0.34,0.27,0.30,0.15,0.38,0.43,0.77,0.33,0.26,0.22,0.09,0.32,0.42,0.25,0.20,0.23,0.35,0.33,0.33,0.22,0.24,0.20,0.22,0.44,0.34,0.18,0.25,0.44,0.34,0.81,0.28,0.19,0.18,0.23,0.28,0.43,0.69,0.20,0.23,0.26,0.44,0.20,0.27,0.25,0.23,0.39,0.48,0.31,0.41,0.34,0.22,0.17,0.30,0.28,0.29,0.12,0.25,0.38,0.33,0.85,0.36,0.28,0.31,0.22,0.28,0.26,0.24,0.32,0.46,0.48,0.05,0.17,0.46,0.25,0.04,0.26,0.28,0.20,-0.03,0.57,0.14,0.33
OGN,Organon & Co,Health Care,Pharmaceuticals,0.20,0.44,0.45,0.46,0.33,0.42,0.33,0.44,0.27,0.25,0.27,0.23,0.28,0.27,0.30,0.25,0.40,0.25,0.24,0.36,0.38,0.30,0.30,0.30,0.27,0.38,0.34,0.24,0.06,0.43,0.11,0.36,-0.18,0.00,-0.11,0.36,0.28,0.35,0.27,-0.09,-0.02,-0.09,0.37,0.03,0.23,0.41,0.31,0.44,0.10,0.24,0.31,0.34,0.40,0.58,0.21,0.38,0.25,0.28,0.49,0.36,0.16,0.29,-0.08,0.30,0.24,0.29,0.35,0.25,0.19,0.36,0.32,0.24,0.39,0.37,0.38,0.37,0.14,0.21,0.29,0.31,0.11,0.38,0.41,0.27,0.23,0.20,-0.08,0.22,0.44,0.50,0.38,0.11,0.25,0.36,-0.06,0.12,0.00,0.31,0.18,0.27,0.19,0.42,0.44,0.41,0.30,0.39,0.49,0.40,0.33,0.43,0.42,0.42,0.33,0.30,0.42,0.30,0.34,0.37,0.46,0.45,0.30,0.36,0.42,0.35,0.38,0.36,0.36,0.38,0.32,0.32,0.16,0.36,0.38,0.38,0.36,0.40,0.37,0.30,0.34,0.42,0.34,0.40,0.38,0.45,0.48,0.33,0.36,0.29,0.40,0.37,0.31,0.38,0.33,0.39,0.30,0.37,0.32,0.36,0.40,0.35,0.16,0.42,0.39,0.42,0.37,0.37,0.29,0.37,0.39,0.40,0.48,0.37,0.43,0.38,0.37,0.24,0.31,0.33,0.43,0.32,0.41,0.27,0.34,0.14,0.39,0.20,0.46
OGS,ONE Gas Inc,Utilities,Natural Gas Utilities,0.13,0.56,0.48,0.59,0.35,0.51,0.36,0.56,0.25,0.33,0.28,0.32,0.33,0.34,0.31,0.23,0.54,0.23,0.30,0.46,0.48,0.39,0.34,0.38,0.12,0.52,0.31,0.08,0.08,0.37,0.06,0.43,-0.13,-0.02,-0.12,0.37,0.30,0.43,0.28,-0.06,-0.03,0.00,0.35,-0.01,0.23,0.47,0.47,0.52,0.05,0.18,0.40,0.44,0.51,0.41,0.25,0.40,0.22,0.32,0.58,0.31,0.10,0.39,-0.06,0.39,0.22,0.26,0.41,0.24,0.18,0.30,0.48,0.22,0.53,0.46,0.64,0.52,0.34,0.17,0.25,0.27,0.08,0.33,0.52,0.26,0.27,0.23,0.02,0.27,0.28,0.42,0.38,0.23,0.23,0.45,-0.01,0.14,0.24,0.47,0.20,0.22,0.18,0.44,0.46,0.53,0.37,0.55,0.42,0.50,0.38,0.50,0.56,0.71,0.45,0.37,0.45,0.24,0.53,0.40,0.39,0.34,0.39,0.51,0.50,0.46,0.39,0.42,0.30,0.45,0.48,0.41,0.25,0.39,0.54,0.45,0.66,0.50,0.41,0.34,0.37,0.48,0.51,0.81,0.38,0.38,0.47,0.46,0.41,0.39,0.41,0.41,0.45,0.49,0.43,0.53,0.47,0.38,0.37,0.49,0.42,0.47,0.19,0.41,0.46,0.48,0.69,0.52,0.37,0.45,0.42,0.40,0.38,0.45,0.51,0.52,0.54,0.26,0.37,0.51,0.45,0.27,0.44,0.30,0.41,0.07,0.61,0.23,0.52
OHI,Omega Healthcare Investors Inc,Real Estate,Residential & Commercial REITs,0.20,0.40,0.32,0.34,0.33,0.38,0.31,0.40,0.27,0.16,0.06,0.17,0.10,0.14,0.11,0.28,0.34,0.18,0.16,0.39,0.26,0.21,0.15,0.30,0.04,0.41,0.21,0.03,0.00,0.13,0.05,0.34,-0.06,0.02,-0.26,0.25,0.18,0.31,0.14,-0.03,0.00,0.00,0.15,0.06,0.05,0.25,0.31,0.29,0.11,0.08,0.21,0.23,0.41,0.23,0.22,0.20,0.15,0.20,0.31,0.22,0.04,0.22,0.00,0.32,0.11,0.26,0.27,0.22,0.23,0.22,0.35,0.24,0.31,0.35,0.37,0.39,0.22,0.18,0.14,0.18,0.13,0.35,0.36,0.10,0.12,0.04,0.09,0.15,0.23,0.24,0.23,0.27,0.28,0.25,-0.08,0.06,-0.04,0.31,0.19,0.18,0.22,0.24,0.27,0.29,0.25,0.27,0.18,0.32,0.25,0.26,0.34,0.34,0.31,0.20,0.22,0.10,0.19,0.25,0.14,0.15,0.33,0.33,0.26,0.33,0.19,0.35,0.24,0.24,0.26,0.25,0.12,0.18,0.36,0.24,0.35,0.28,0.26,0.21,0.19,0.28,0.25,0.34,0.21,0.18,0.27,0.51,0.22,0.25,0.27,0.28,0.34,0.23,0.12,0.38,0.38,0.20,0.20,0.25,0.25,0.27,0.11,0.23,0.22,0.24,0.31,0.24,0.25,0.27,0.10,0.21,0.17,0.33,0.23,0.31,0.38,0.21,0.25,0.33,0.26,0.21,0.27,0.17,0.30,0.04,0.30,0.16,0.28
OI,O-I Glass Inc,Materials,Containers & Packaging,0.33,0.47,0.47,0.48,0.44,0.51,0.46,0.52,0.38,0.13,0.09,0.14,0.11,0.12,0.12,0.39,0.44,0.20,0.20,0.45,0.43,0.27,0.16,0.24,0.24,0.38,0.35,0.23,0.07,0.27,0.14,0.50,-0.15,-0.08,-0.21,0.47,0.35,0.41,0.20,-0.02,-0.05,0.03,0.39,-0.06,0.27,0.46,0.40,0.32,0.32,0.39,0.27,0.38,0.41,0.36,0.43,0.45,0.18,0.27,0.48,0.40,0.13,0.40,-0.06,0.35,0.34,0.39,0.28,0.39,0.33,0.41,0.39,0.38,0.47,0.50,0.33,0.44,0.32,0.37,0.38,0.35,0.23,0.20,0.48,0.26,0.24,0.13,0.03,0.20,0.29,0.31,0.48,0.09,0.39,0.49,0.13,0.13,0.07,0.40,0.25,0.26,0.18,0.42,0.50,0.40,0.32,0.42,0.34,0.47,0.43,0.51,0.41,0.32,0.34,0.32,0.45,0.29,0.37,0.39,0.30,0.40,0.45,0.43,0.51,0.42,0.39,0.39,0.36,0.42,0.36,0.57,0.30,0.43,0.37,0.39,0.26,0.41,0.41,0.30,0.38,0.47,0.33,0.28,0.44,0.34,0.39,0.31,0.37,0.33,0.50,0.46,0.32,0.37,0.36,0.33,0.33,0.42,0.39,0.45,0.36,0.45,0.27,0.36,0.44,0.32,0.26,0.42,0.32,0.38,0.36,0.33,0.31,0.41,0.40,0.34,0.35,0.41,0.39,0.39,0.45,0.43,0.46,0.23,0.44,0.15,0.26,0.18,0.46
OII,Oceaneering International Inc,Energy,Oil & Gas Related Equipment and Services,0.17,0.32,0.35,0.38,0.27,0.33,0.28,0.34,0.20,0.05,0.05,0.06,0.06,0.07,0.09,0.28,0.22,0.12,0.11,0.24,0.34,0.20,0.07,0.27,0.25,0.17,0.29,0.25,0.04,0.20,0.18,0.32,0.02,0.02,-0.08,0.29,0.29,0.38,0.31,0.00,0.15,0.04,0.16,0.02,0.28,0.37,0.31,0.32,0.16,0.21,0.19,0.27,0.29,0.26,0.25,0.30,0.24,0.43,0.28,0.27,0.22,0.27,-0.04,0.35,0.11,0.19,0.03,0.19,0.15,0.34,0.23,0.21,0.40,0.34,0.34,0.26,0.21,0.21,0.28,0.30,0.24,0.08,0.25,0.27,0.27,0.13,0.07,0.26,0.16,0.18,0.27,0.08,0.28,0.24,0.08,-0.04,0.10,0.31,0.25,0.14,0.04,0.35,0.33,0.23,0.70,0.32,0.24,0.38,0.32,0.44,0.30,0.22,0.31,0.37,0.31,0.22,0.27,0.15,0.20,0.32,0.24,0.34,0.39,0.35,0.32,0.39,0.30,0.35,0.26,0.27,0.15,0.32,0.26,0.22,0.20,0.34,0.31,0.78,0.31,0.34,0.21,0.25,0.34,0.24,0.25,0.25,0.27,0.27,0.33,0.28,0.10,0.25,0.26,0.25,0.26,0.33,0.32,0.25,0.29,0.37,0.32,0.34,0.44,0.33,0.12,0.32,0.63,0.35,0.21,0.19,0.23,0.30,0.31,0.22,0.23,0.27,0.29,0.24,0.30,0.33,0.24,0.17,0.39,0.21,0.13,0.19,0.37
OIS,Oil States International Inc,Energy,Oil & Gas Related Equipment and Services,0.06,0.32,0.31,0.40,0.20,0.31,0.24,0.34,0.12,0.09,0.07,0.10,0.10,0.11,0.13,0.14,0.23,0.09,0.14,0.25,0.30,0.20,0.10,0.23,0.22,0.20,0.18,0.22,0.04,0.21,0.19,0.30,-0.02,-0.05,-0.06,0.24,0.29,0.35,0.31,0.03,0.13,-0.03,0.19,-0.02,0.24,0.38,0.33,0.32,0.05,0.14,0.18,0.23,0.28,0.24,0.18,0.24,0.24,0.39,0.31,0.21,0.17,0.24,0.07,0.42,0.03,0.14,0.07,0.19,0.15,0.27,0.24,0.16,0.42,0.33,0.35,0.28,0.20,0.13,0.28,0.29,0.18,0.08,0.26,0.21,0.24,0.19,0.14,0.28,0.13,0.16,0.28,0.14,0.14,0.23,0.15,0.01,0.14,0.33,0.21,0.10,0.07,0.35,0.34,0.27,0.61,0.37,0.25,0.37,0.27,0.43,0.33,0.29,0.31,0.33,0.30,0.25,0.34,0.18,0.21,0.30,0.26,0.31,0.39,0.37,0.28,0.32,0.22,0.39,0.29,0.29,0.17,0.29,0.33,0.27,0.27,0.30,0.27,0.66,0.32,0.34,0.25,0.32,0.33,0.25,0.29,0.23,0.25,0.24,0.32,0.32,0.13,0.26,0.28,0.32,0.32,0.26,0.28,0.31,0.31,0.37,0.29,0.37,0.43,0.33,0.21,0.35,0.55,0.32,0.23,0.21,0.23,0.29,0.32,0.23,0.29,0.19,0.26,0.29,0.31,0.26,0.26,0.19,0.39,0.09,0.22,0.21,0.37
OKE,ONEOK Inc,Energy,Oil & Gas Related Equipment and Services,0.18,0.58,0.37,0.50,0.39,0.47,0.34,0.52,0.32,0.09,0.13,0.09,0.10,0.10,0.15,0.33,0.42,0.24,0.14,0.37,0.36,0.25,0.14,0.40,0.25,0.39,0.30,0.19,0.14,0.24,0.17,0.47,0.09,0.25,-0.24,0.35,0.31,0.52,0.29,0.03,0.06,0.05,0.25,0.22,0.34,0.49,0.43,0.43,0.12,0.24,0.26,0.37,0.57,0.28,0.23,0.32,0.26,0.64,0.58,0.31,0.14,0.25,0.09,0.38,0.21,0.24,0.27,0.21,0.18,0.32,0.50,0.21,0.49,0.43,0.74,0.41,0.32,0.20,0.36,0.31,0.28,0.28,0.39,0.26,0.21,0.10,0.13,0.27,0.17,0.25,0.32,0.21,0.33,0.38,0.04,0.07,0.14,0.43,0.36,0.11,0.02,0.41,0.39,0.41,0.68,0.48,0.26,0.43,0.30,0.49,0.42,0.51,0.40,0.34,0.36,0.20,0.46,0.31,0.22,0.34,0.30,0.48,0.46,0.42,0.35,0.38,0.33,0.37,0.48,0.46,0.18,0.31,0.41,0.44,0.49,0.37,0.36,0.60,0.36,0.38,0.37,0.51,0.38,0.22,0.30,0.34,0.25,0.35,0.37,0.31,0.24,0.42,0.37,0.35,0.39,0.33,0.28,0.37,0.28,0.42,0.40,0.40,0.44,0.41,0.47,0.41,0.69,0.45,0.25,0.27,0.23,0.37,0.33,0.38,0.42,0.24,0.27,0.41,0.40,0.20,0.33,0.25,0.39,0.16,0.39,0.25,0.44
OKTA,Okta Inc,Information Technology,Software & IT Services,0.42,0.38,0.49,0.42,0.46,0.47,0.52,0.44,0.43,0.18,0.13,0.20,0.18,0.18,0.13,0.42,0.35,0.22,0.25,0.36,0.43,0.30,0.22,0.19,0.23,0.32,0.13,0.25,0.08,0.31,0.13,0.35,-0.11,-0.07,-0.32,0.49,0.43,0.34,0.16,-0.02,-0.02,-0.03,0.27,-0.04,0.17,0.29,0.40,0.40,0.41,0.45,0.31,0.32,0.32,0.31,0.47,0.37,0.14,0.19,0.33,0.47,0.27,0.48,0.03,0.33,0.36,0.43,0.13,0.60,0.60,0.44,0.29,0.60,0.41,0.41,0.23,0.37,0.24,0.48,0.30,0.40,0.18,0.13,0.42,0.21,0.13,0.15,-0.06,0.15,0.33,0.30,0.44,0.07,0.42,0.44,0.08,0.05,0.07,0.40,0.19,0.38,0.41,0.44,0.44,0.34,0.27,0.37,0.37,0.44,0.53,0.40,0.36,0.26,0.39,0.20,0.38,0.30,0.30,0.32,0.34,0.41,0.39,0.39,0.38,0.42,0.39,0.38,0.39,0.43,0.23,0.27,0.32,0.42,0.30,0.34,0.19,0.42,0.44,0.25,0.39,0.43,0.30,0.25,0.38,0.32,0.33,0.12,0.37,0.24,0.41,0.40,0.17,0.33,0.31,0.35,0.26,0.45,0.51,0.36,0.40,0.41,0.19,0.40,0.37,0.39,0.19,0.32,0.27,0.24,0.24,0.33,0.34,0.44,0.42,0.31,0.28,0.47,0.52,0.35,0.41,0.47,0.31,0.22,0.41,0.14,0.21,0.22,0.45
OLED,Universal Display Corp,Information Technology,Semiconductors & Semiconductor Equipment,0.48,0.46,0.54,0.51,0.54,0.56,0.58,0.53,0.49,0.31,0.28,0.30,0.33,0.33,0.28,0.49,0.45,0.20,0.36,0.48,0.43,0.42,0.35,0.30,0.21,0.45,0.28,0.22,0.04,0.30,0.05,0.42,-0.10,-0.06,-0.27,0.61,0.53,0.44,0.13,-0.01,0.09,0.00,0.42,-0.03,0.19,0.33,0.39,0.47,0.53,0.48,0.43,0.38,0.38,0.34,0.66,0.49,0.18,0.20,0.39,0.50,0.13,0.52,0.03,0.37,0.42,0.57,0.12,0.54,0.43,0.51,0.35,0.56,0.45,0.52,0.24,0.50,0.34,0.53,0.40,0.36,0.16,0.21,0.51,0.33,0.35,0.16,0.01,0.08,0.34,0.39,0.51,0.01,0.49,0.45,0.02,0.11,-0.03,0.39,0.17,0.35,0.30,0.48,0.50,0.34,0.24,0.43,0.36,0.49,0.59,0.41,0.43,0.26,0.42,0.39,0.47,0.31,0.36,0.30,0.29,0.41,0.48,0.48,0.44,0.46,0.51,0.41,0.42,0.41,0.31,0.37,0.22,0.39,0.35,0.39,0.15,0.41,0.53,0.22,0.42,0.48,0.28,0.29,0.45,0.42,0.42,0.30,0.43,0.37,0.51,0.50,0.19,0.34,0.37,0.41,0.30,0.42,0.55,0.45,0.40,0.44,0.17,0.43,0.34,0.44,0.14,0.41,0.23,0.37,0.37,0.32,0.28,0.48,0.43,0.39,0.35,0.62,0.52,0.38,0.44,0.44,0.45,0.19,0.45,0.25,0.30,0.49,0.49
OLLI,Ollie's Bargain Outlet Holdings Inc,Consumer Discretionary,Diversified Retail,0.20,0.25,0.27,0.28,0.25,0.28,0.29,0.27,0.22,0.15,0.19,0.14,0.16,0.16,0.18,0.21,0.24,0.12,0.13,0.28,0.25,0.22,0.15,0.16,0.06,0.26,0.01,0.04,0.02,0.18,0.03,0.16,-0.07,-0.24,-0.13,0.26,0.29,0.19,0.06,-0.03,0.09,0.02,0.24,-0.22,0.10,0.21,0.25,0.26,0.11,0.16,0.21,0.18,0.24,0.24,0.17,0.26,0.07,0.07,0.23,0.25,0.17,0.27,-0.09,0.19,0.17,0.30,0.32,0.25,0.21,0.25,0.17,0.24,0.22,0.24,0.17,0.29,0.20,0.18,0.19,0.19,0.04,0.17,0.27,0.11,0.15,0.02,0.02,0.02,0.14,0.18,0.27,0.01,0.21,0.17,-0.02,0.07,-0.04,0.25,0.05,0.13,0.17,0.24,0.33,0.34,0.07,0.26,0.23,0.27,0.27,0.20,0.30,0.23,0.26,0.21,0.32,0.25,0.23,0.33,0.18,0.30,0.22,0.28,0.23,0.24,0.24,0.22,0.18,0.26,0.37,0.21,0.18,0.23,0.32,0.17,0.16,0.24,0.25,0.08,0.21,0.27,0.26,0.21,0.24,0.24,0.30,0.24,0.27,0.29,0.30,0.28,0.31,0.24,0.23,0.32,0.19,0.20,0.25,0.31,0.25,0.26,-0.02,0.26,0.16,0.27,0.19,0.26,0.06,0.16,0.27,0.26,0.19,0.29,0.26,0.24,0.29,0.17,0.30,0.27,0.33,0.15,0.31,0.14,0.22,0.09,0.26,0.15,0.28
OLMA,Olema Pharmaceuticals Inc,Health Care,Biotechnology & Medical Research,0.18,0.18,0.26,0.24,0.21,0.21,0.21,0.21,0.19,0.19,0.10,0.18,0.20,0.20,0.15,0.17,0.15,0.12,0.17,0.18,0.27,0.16,0.20,0.20,0.11,0.20,0.04,0.09,-0.01,0.40,0.04,0.12,-0.07,-0.04,-0.05,0.19,0.18,0.20,0.17,-0.08,-0.06,-0.08,0.16,-0.06,0.13,0.18,0.22,0.25,0.13,0.17,0.16,0.16,0.19,0.27,0.17,0.13,0.12,0.17,0.14,0.19,0.14,0.23,0.04,0.18,0.11,0.19,0.13,0.21,0.16,0.18,0.13,0.18,0.18,0.16,0.18,0.20,0.15,0.19,0.08,0.17,0.29,0.19,0.22,0.06,0.12,0.04,-0.05,0.15,0.35,0.31,0.20,-0.02,0.17,0.22,-0.03,0.16,0.00,0.22,0.29,0.15,0.15,0.18,0.19,0.21,0.16,0.15,0.34,0.22,0.21,0.20,0.20,0.20,0.24,0.14,0.19,0.14,0.11,0.16,0.36,0.17,0.16,0.20,0.16,0.21,0.12,0.19,0.13,0.17,0.12,0.03,0.12,0.18,0.17,0.18,0.13,0.26,0.22,0.17,0.20,0.19,0.16,0.19,0.14,0.28,0.23,0.15,0.25,0.21,0.18,0.19,0.17,0.23,0.15,0.21,0.13,0.14,0.19,0.16,0.24,0.15,0.08,0.16,0.23,0.20,0.14,0.11,0.15,0.11,0.20,0.25,0.30,0.20,0.22,0.20,0.19,0.17,0.20,0.17,0.17,0.21,0.15,0.13,0.17,-0.13,0.23,0.12,0.25
OLN,Olin Corp,Materials,Chemicals,0.24,0.56,0.55,0.60,0.42,0.56,0.44,0.59,0.33,0.27,0.22,0.28,0.24,0.25,0.23,0.35,0.56,0.32,0.30,0.51,0.54,0.37,0.28,0.33,0.22,0.52,0.31,0.18,0.03,0.41,0.06,0.54,-0.07,0.04,-0.23,0.48,0.43,0.45,0.26,-0.14,-0.06,-0.14,0.43,0.05,0.33,0.53,0.46,0.48,0.25,0.30,0.37,0.48,0.50,0.43,0.41,0.52,0.31,0.37,0.59,0.41,0.25,0.44,-0.02,0.47,0.29,0.35,0.34,0.34,0.27,0.43,0.42,0.32,0.56,0.53,0.51,0.53,0.31,0.29,0.35,0.43,0.20,0.27,0.53,0.38,0.36,0.17,-0.05,0.21,0.35,0.44,0.50,0.03,0.35,0.52,0.05,0.16,0.07,0.46,0.28,0.26,0.20,0.53,0.54,0.53,0.45,0.52,0.46,0.56,0.47,0.59,0.54,0.49,0.44,0.45,0.53,0.31,0.49,0.44,0.42,0.41,0.42,0.51,0.64,0.52,0.46,0.53,0.35,0.44,0.49,0.56,0.32,0.42,0.50,0.52,0.41,0.53,0.50,0.42,0.42,0.50,0.46,0.47,0.44,0.39,0.45,0.40,0.40,0.49,0.51,0.49,0.35,0.47,0.45,0.44,0.37,0.43,0.44,0.54,0.52,0.55,0.32,0.54,0.50,0.47,0.41,0.49,0.45,0.46,0.41,0.42,0.45,0.48,0.51,0.47,0.47,0.41,0.44,0.48,0.52,0.36,0.47,0.36,0.45,0.27,0.43,0.27,0.57
OLO,Olo Inc,Information Technology,Software & IT Services,0.38,0.52,0.56,0.55,0.49,0.54,0.49,0.53,0.43,0.15,0.12,0.16,0.16,0.15,0.15,0.42,0.51,0.18,0.17,0.50,0.50,0.31,0.19,0.33,0.26,0.44,0.23,0.26,0.08,0.43,0.03,0.49,-0.03,-0.06,-0.34,0.53,0.46,0.45,0.18,0.02,0.02,0.06,0.41,-0.03,0.24,0.44,0.44,0.40,0.34,0.37,0.30,0.46,0.45,0.43,0.44,0.47,0.18,0.29,0.43,0.41,0.16,0.46,0.07,0.47,0.32,0.37,0.26,0.42,0.38,0.45,0.41,0.44,0.54,0.53,0.34,0.53,0.40,0.42,0.29,0.37,0.13,0.34,0.49,0.29,0.28,0.13,0.08,0.15,0.36,0.36,0.45,0.13,0.42,0.42,-0.03,0.15,-0.01,0.44,0.18,0.40,0.36,0.53,0.52,0.42,0.32,0.47,0.44,0.55,0.53,0.49,0.48,0.38,0.50,0.45,0.49,0.28,0.41,0.37,0.39,0.45,0.46,0.50,0.54,0.47,0.51,0.53,0.46,0.51,0.37,0.39,0.18,0.42,0.46,0.42,0.31,0.50,0.55,0.34,0.47,0.52,0.37,0.42,0.45,0.45,0.47,0.39,0.43,0.40,0.50,0.46,0.30,0.34,0.37,0.42,0.40,0.49,0.46,0.45,0.47,0.55,0.23,0.51,0.40,0.37,0.29,0.43,0.29,0.35,0.40,0.34,0.39,0.46,0.46,0.40,0.42,0.45,0.50,0.42,0.51,0.46,0.47,0.25,0.47,0.24,0.39,0.28,0.54
OLP,One Liberty Properties Inc,Real Estate,Residential & Commercial REITs,0.32,0.67,0.62,0.70,0.53,0.66,0.54,0.70,0.43,0.40,0.30,0.41,0.37,0.39,0.35,0.41,0.66,0.33,0.44,0.63,0.55,0.48,0.44,0.46,0.25,0.72,0.34,0.23,0.09,0.47,0.06,0.55,-0.19,-0.01,-0.33,0.53,0.42,0.54,0.23,0.04,0.13,0.03,0.46,0.02,0.30,0.56,0.57,0.66,0.23,0.31,0.48,0.58,0.63,0.54,0.42,0.56,0.26,0.40,0.69,0.41,0.23,0.48,0.02,0.45,0.30,0.43,0.44,0.41,0.35,0.49,0.58,0.39,0.66,0.62,0.58,0.66,0.36,0.35,0.34,0.42,0.18,0.45,0.70,0.33,0.33,0.24,0.11,0.23,0.46,0.54,0.52,0.27,0.41,0.53,-0.08,0.21,0.09,0.57,0.27,0.30,0.27,0.58,0.59,0.62,0.38,0.65,0.53,0.63,0.52,0.57,0.72,0.63,0.57,0.50,0.52,0.34,0.59,0.47,0.48,0.46,0.56,0.64,0.59,0.62,0.49,0.56,0.48,0.55,0.56,0.57,0.36,0.51,0.74,0.56,0.59,0.54,0.57,0.34,0.50,0.59,0.56,0.64,0.52,0.47,0.54,0.62,0.44,0.57,0.55,0.57,0.50,0.50,0.55,0.63,0.59,0.50,0.47,0.55,0.52,0.58,0.33,0.55,0.48,0.62,0.55,0.66,0.38,0.46,0.44,0.46,0.49,0.60,0.61,0.68,0.69,0.40,0.51,0.66,0.55,0.45,0.55,0.48,0.57,0.20,0.59,0.36,0.64
